"","DRS","data","n.casos","estimate","lower","upper","week"
"789","Sorocaba",2020-11-22,41,NA,NA,NA,"2020-W48"
"790","Sorocaba",2020-11-29,67,NA,NA,NA,"2020-W49"
"791","Sorocaba",2020-12-06,50,NA,NA,NA,"2020-W50"
"792","Sorocaba",2020-12-13,58,NA,NA,NA,"2020-W51"
"793","Sorocaba",2020-12-20,68,NA,NA,NA,"2020-W52"
"794","Sorocaba",2020-12-27,68,NA,NA,NA,"2020-W53"
"795","Sorocaba",2021-01-03,57,NA,NA,NA,"2021-W01"
"796","Sorocaba",2021-01-10,67,NA,NA,NA,"2021-W02"
"797","Sorocaba",2021-01-17,83,83,83,85,"2021-W03"
"798","Sorocaba",2021-01-24,74,74,74,77,"2021-W04"
"799","Sorocaba",2021-01-31,91,92,91,96,"2021-W05"
"800","Sorocaba",2021-02-07,96,97,96,101,"2021-W06"
"801","Sorocaba",2021-02-14,90,93,90,98,"2021-W07"
"802","Sorocaba",2021-02-21,91,95,91,100,"2021-W08"
"803","Sorocaba",2021-02-28,76,82,77,88,"2021-W09"
"804","Sorocaba",2021-03-07,80,91,84,99,"2021-W10"
"805","Sorocaba",2021-03-14,59,114,96,138,"2021-W11"
"806","Taubaté",2020-03-29,3,NA,NA,NA,"2020-W14"
"807","Taubaté",2020-04-05,5,NA,NA,NA,"2020-W15"
"808","Taubaté",2020-04-12,6,NA,NA,NA,"2020-W16"
"809","Taubaté",2020-04-19,5,NA,NA,NA,"2020-W17"
"810","Taubaté",2020-04-26,12,NA,NA,NA,"2020-W18"
"811","Taubaté",2020-05-03,12,NA,NA,NA,"2020-W19"
"812","Taubaté",2020-05-10,6,NA,NA,NA,"2020-W20"
"813","Taubaté",2020-05-17,14,NA,NA,NA,"2020-W21"
"814","Taubaté",2020-05-24,14,NA,NA,NA,"2020-W22"
"815","Taubaté",2020-05-31,26,NA,NA,NA,"2020-W23"
"816","Taubaté",2020-06-07,32,NA,NA,NA,"2020-W24"
"817","Taubaté",2020-06-14,40,NA,NA,NA,"2020-W25"
"818","Taubaté",2020-06-21,43,NA,NA,NA,"2020-W26"
"819","Taubaté",2020-06-28,42,NA,NA,NA,"2020-W27"
"820","Taubaté",2020-07-05,67,NA,NA,NA,"2020-W28"
"821","Taubaté",2020-07-12,78,NA,NA,NA,"2020-W29"
"822","Taubaté",2020-07-19,87,NA,NA,NA,"2020-W30"
"823","Taubaté",2020-07-26,89,NA,NA,NA,"2020-W31"
"824","Taubaté",2020-08-02,78,NA,NA,NA,"2020-W32"
"825","Taubaté",2020-08-09,97,NA,NA,NA,"2020-W33"
"826","Taubaté",2020-08-16,101,NA,NA,NA,"2020-W34"
"827","Taubaté",2020-08-23,76,NA,NA,NA,"2020-W35"
"828","Taubaté",2020-08-30,80,NA,NA,NA,"2020-W36"
"829","Taubaté",2020-09-06,66,NA,NA,NA,"2020-W37"
"830","Taubaté",2020-09-13,53,NA,NA,NA,"2020-W38"
"831","Taubaté",2020-09-20,58,NA,NA,NA,"2020-W39"
"832","Taubaté",2020-09-27,48,NA,NA,NA,"2020-W40"
"833","Taubaté",2020-10-04,38,NA,NA,NA,"2020-W41"
"834","Taubaté",2020-10-11,37,NA,NA,NA,"2020-W42"
"835","Taubaté",2020-10-18,27,NA,NA,NA,"2020-W43"
"836","Taubaté",2020-10-25,12,NA,NA,NA,"2020-W44"
"837","Taubaté",2020-11-01,21,NA,NA,NA,"2020-W45"
"838","Taubaté",2020-11-08,18,NA,NA,NA,"2020-W46"
"839","Taubaté",2020-11-15,22,NA,NA,NA,"2020-W47"
"840","Taubaté",2020-11-22,24,NA,NA,NA,"2020-W48"
"841","Taubaté",2020-11-29,21,NA,NA,NA,"2020-W49"
"842","Taubaté",2020-12-06,38,NA,NA,NA,"2020-W50"
"843","Taubaté",2020-12-13,38,NA,NA,NA,"2020-W51"
"844","Taubaté",2020-12-20,45,NA,NA,NA,"2020-W52"
"845","Taubaté",2020-12-27,46,NA,NA,NA,"2020-W53"
"846","Taubaté",2021-01-03,68,NA,NA,NA,"2021-W01"
"847","Taubaté",2021-01-10,59,NA,NA,NA,"2021-W02"
"848","Taubaté",2021-01-17,116,119,116,128,"2021-W03"
"849","Taubaté",2021-01-24,131,136,132,146,"2021-W04"
"850","Taubaté",2021-01-31,122,129,123,138,"2021-W05"
"851","Taubaté",2021-02-07,104,112,106,121,"2021-W06"
"852","Taubaté",2021-02-14,71,79,73,87,"2021-W07"
"853","Taubaté",2021-02-21,63,72,66,81,"2021-W08"
"854","Taubaté",2021-02-28,56,68,61,77,"2021-W09"
"855","Taubaté",2021-03-07,41,59,50,70,"2021-W10"
"856","Taubaté",2021-03-14,33,81,62,106,"2021-W11"
